251,Bryant,0xdD6D885cB95D736D555f5c623cbBC8AE3f34a46c
1370,Bryant,0x95eE6dd80BDd6067cd9f83a9496E522e624AbF8c
1904,Bryant,0x6Bc4f2BcaeBB0981F7A82CbbeB25cd5E5cb35d17
2389,Bryant,0xbba60570D0F850aaa99a9319224C1F64A583D2E7
3249,Bryant,0xea21f098cf953DB2a237a5c3Bf783F9a8a63712f
3371,Bryant,0xD060898213B66f8Abf1367f84DDe0ABcFEDd0D58
3580,Bryant,0x6Bc4f2BcaeBB0981F7A82CbbeB25cd5E5cb35d17
3610,Bryant,0x869Ce3c7415F06Db4ff6d599d629C1a9C7C8a820
4039,Bryant,0x6Bc4f2BcaeBB0981F7A82CbbeB25cd5E5cb35d17
4131,Bryant,0x43a11724Ad02636d60d27953A33d653962e6fB96
4198,Bryant,0xD060898213B66f8Abf1367f84DDe0ABcFEDd0D58
4214,Bryant,0x933f7A803F67476b84e7563AA1302e511a39e645
4527,Bryant,0x95eE6dd80BDd6067cd9f83a9496E522e624AbF8c
4556,Bryant,0x43a11724Ad02636d60d27953A33d653962e6fB96
4751,Bryant,0x43a11724Ad02636d60d27953A33d653962e6fB96
4845,Bryant,0x8Cc1fD49082DB42A50167376C98Ff54a9255D11E
4920,Bryant,0xd98f5C142E6A63f64dA5f1db328C544025305b4c
5709,Bryant,0x95eE6dd80BDd6067cd9f83a9496E522e624AbF8c
6045,Bryant,0x95eE6dd80BDd6067cd9f83a9496E522e624AbF8c
6058,Bryant,0x4C1CAA47D4c7a6971D19Ffab7e82C206D9dd55AF
6186,Bryant,0x95eE6dd80BDd6067cd9f83a9496E522e624AbF8c
6247,Bryant,0x594F515bcab25e2e9029AaAcf18221485Cb2f13c
6310,Bryant,0x801b68Cc9f4fB094A28b30CA25664051e50AD3A9
6591,Bryant,0x9BAE2C333D3a242645D7C7c0430f0B9cEdf372d0